orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment
78,100,5,7,7,103585.32,0.08,N,F,8/13/1998,9/20/1996,9/16/1993,COLLECT COD,FOB,line comment 5221
1059,175,1,1,38,53657.14,0.08,R,O,4/6/1994,2/4/1993,1/24/1998,TAKE BACK RETURN,FOB,line comment 5222
648,6,8,2,2,82638.42,0.05,R,O,3/31/1995,3/24/1994,10/15/1996,COLLECT COD,AIR,line comment 5223
1219,172,5,3,30,48701.83,0.04,A,O,12/10/1996,7/14/1996,9/27/1995,COLLECT COD,MAIL,line comment 5224
40,101,10,4,42,28558.34,0.04,A,F,9/3/1996,5/30/1996,9/24/1995,COLLECT COD,REG AIR,line comment 5225
1022,192,2,5,34,65325.49,0.02,A,O,12/25/1995,4/23/1998,1/20/1993,TAKE BACK RETURN,TRUCK,line comment 5226
1121,177,7,6,17,79338.74,0.06,A,O,6/1/1998,6/20/1997,8/12/1998,NONE,REG AIR,line comment 5227
212,136,4,7,21,12360.74,0.1,R,O,1/26/1994,6/8/1997,7/17/1995,TAKE BACK RETURN,RAIL,line comment 5228
732,105,6,1,45,69017.58,0.06,N,F,6/14/1996,1/23/1996,1/1/1994,NONE,MAIL,line comment 5229
646,6,10,2,15,73563.44,0.08,R,O,6/7/1996,7/10/1995,11/28/1994,COLLECT COD,AIR,line comment 5230
174,163,1,3,23,81241.71,0.01,N,O,5/19/1993,4/12/1993,11/11/1996,DELIVER IN PERSON,REG AIR,line comment 5231
860,79,6,4,20,76568.29,0.02,A,O,2/21/1994,12/2/1998,3/23/1994,DELIVER IN PERSON,REG AIR,line comment 5232
207,149,8,5,47,42200.57,0.04,N,F,12/31/1996,2/19/1995,4/9/1996,NONE,SHIP,line comment 5233
856,143,3,6,21,44212.73,0.02,A,F,7/17/1998,12/30/1998,11/4/1995,NONE,FOB,line comment 5234
248,176,2,7,32,14738.18,0,R,O,6/27/1993,4/2/1993,7/28/1994,TAKE BACK RETURN,FOB,line comment 5235
1013,111,2,1,20,71087.8,0.08,A,O,2/21/1998,7/15/1993,6/28/1994,TAKE BACK RETURN,TRUCK,line comment 5236
1359,200,8,2,16,46632.81,0.06,A,F,1/19/1997,8/10/1995,3/1/1994,COLLECT COD,AIR,line comment 5237
820,43,6,3,25,102857.88,0.1,N,F,1/11/1994,1/3/1995,7/8/1994,COLLECT COD,AIR,line comment 5238
1306,150,4,4,36,42290.37,0.01,A,F,5/6/1998,10/24/1996,10/20/1995,TAKE BACK RETURN,REG AIR,line comment 5239
670,134,7,5,9,50658.08,0.01,N,O,11/15/1993,4/17/1998,10/24/1993,COLLECT COD,AIR,line comment 5240
1372,142,6,6,34,60394.92,0.05,R,O,3/24/1998,12/24/1997,12/2/1995,NONE,MAIL,line comment 5241
448,105,5,7,40,22975.86,0.01,R,O,1/27/1995,8/20/1996,7/20/1993,TAKE BACK RETURN,FOB,line comment 5242
545,118,5,1,26,48374.63,0.02,N,F,6/16/1997,2/26/1997,3/8/1993,COLLECT COD,TRUCK,line comment 5243
747,126,1,2,21,2190.2,0.08,R,F,8/15/1996,9/14/1998,1/1/1998,DELIVER IN PERSON,MAIL,line comment 5244
1450,61,6,3,15,50803.87,0.02,R,F,4/5/1998,10/26/1998,1/5/1997,TAKE BACK RETURN,SHIP,line comment 5245
1270,81,5,4,10,65787.44,0.06,R,O,9/9/1993,7/28/1998,12/2/1997,NONE,REG AIR,line comment 5246
1411,72,9,5,7,44883.35,0.08,A,F,3/4/1996,5/3/1994,10/9/1996,DELIVER IN PERSON,REG AIR,line comment 5247
522,73,4,6,42,45876.59,0,R,O,2/18/1993,11/7/1996,3/11/1994,DELIVER IN PERSON,RAIL,line comment 5248
1285,111,1,7,27,70535.35,0.1,N,F,1/3/1998,2/9/1997,6/29/1995,DELIVER IN PERSON,RAIL,line comment 5249
180,93,3,1,42,85076.02,0.1,R,F,2/25/1996,9/23/1994,12/15/1993,COLLECT COD,FOB,line comment 5250
494,135,1,2,8,26470.35,0,N,O,4/27/1996,7/7/1998,12/11/1996,COLLECT COD,TRUCK,line comment 5251
51,42,7,3,20,12015.02,0.02,A,F,3/14/1993,12/28/1995,11/3/1996,TAKE BACK RETURN,RAIL,line comment 5252
785,39,5,4,34,60187.64,0.05,A,F,5/1/1993,8/19/1998,6/16/1994,DELIVER IN PERSON,AIR,line comment 5253
880,90,6,5,11,78986.99,0.02,N,O,3/10/1995,3/31/1993,7/8/1996,COLLECT COD,AIR,line comment 5254
357,91,2,6,35,30772.73,0,R,F,2/3/1993,4/19/1994,5/23/1997,DELIVER IN PERSON,FOB,line comment 5255
389,153,1,7,22,75274.33,0.08,A,F,9/13/1994,5/29/1996,3/12/1994,NONE,REG AIR,line comment 5256
410,168,6,1,3,47120.61,0.01,N,F,8/22/1998,11/22/1997,10/8/1995,NONE,SHIP,line comment 5257
613,198,8,2,30,42489.8,0.05,R,O,8/15/1996,1/8/1993,10/10/1997,COLLECT COD,REG AIR,line comment 5258
934,5,3,3,42,96695.02,0.08,N,F,5/19/1995,5/25/1997,5/10/1994,TAKE BACK RETURN,AIR,line comment 5259
985,41,3,4,17,21752.73,0.08,R,F,12/9/1993,5/7/1994,4/14/1996,NONE,FOB,line comment 5260
1199,150,10,5,33,35048.54,0.01,N,O,1/14/1995,2/10/1993,3/23/1994,DELIVER IN PERSON,MAIL,line comment 5261
1233,150,1,6,25,26428.13,0,R,O,2/23/1994,1/20/1996,10/10/1995,NONE,RAIL,line comment 5262
1345,122,2,7,14,63409.12,0.08,A,F,1/28/1998,12/22/1994,6/15/1998,DELIVER IN PERSON,MAIL,line comment 5263
347,171,1,1,17,33614.14,0.06,N,F,8/26/1998,10/30/1995,6/26/1997,NONE,REG AIR,line comment 5264
305,84,8,2,14,64718.78,0.1,R,O,1/10/1995,2/9/1993,6/20/1996,COLLECT COD,RAIL,line comment 5265
346,24,4,3,18,34326.51,0.02,A,O,9/10/1995,10/8/1993,6/14/1995,TAKE BACK RETURN,REG AIR,line comment 5266
355,64,6,4,33,81531.86,0.02,R,O,3/25/1998,9/19/1993,3/24/1996,COLLECT COD,TRUCK,line comment 5267
1202,115,9,5,7,30328.1,0.06,A,O,7/19/1994,10/10/1995,1/3/1997,NONE,MAIL,line comment 5268
1447,100,10,6,5,97215.5,0.05,N,F,6/15/1996,10/9/1998,11/23/1998,COLLECT COD,SHIP,line comment 5269
882,142,9,7,26,21638.54,0.05,N,O,2/9/1994,4/18/1998,2/18/1998,DELIVER IN PERSON,RAIL,line comment 5270
82,102,6,1,35,77598.66,0.08,N,O,12/3/1995,8/20/1994,3/20/1995,NONE,TRUCK,line comment 5271
966,117,2,2,47,32421.73,0.01,R,O,5/19/1993,11/30/1993,4/3/1993,NONE,SHIP,line comment 5272
206,130,4,3,16,35332.28,0.01,A,F,12/18/1997,7/5/1998,9/4/1994,COLLECT COD,FOB,line comment 5273
1110,96,9,4,7,6998.54,0,R,O,1/2/1998,12/15/1994,10/8/1998,COLLECT COD,RAIL,line comment 5274
119,59,9,5,50,90378.75,0.08,N,F,10/24/1997,7/5/1998,11/22/1998,TAKE BACK RETURN,MAIL,line comment 5275
680,167,1,6,27,29453.42,0.01,N,F,5/3/1994,3/30/1993,10/14/1996,DELIVER IN PERSON,MAIL,line comment 5276
832,18,2,7,21,103007.01,0,A,F,12/29/1998,3/30/1993,3/16/1998,TAKE BACK RETURN,TRUCK,line comment 5277
1037,34,7,1,2,24977.65,0.1,N,F,5/20/1993,5/14/1996,8/6/1997,NONE,TRUCK,line comment 5278
534,118,7,2,10,15026.14,0.06,N,O,1/8/1998,9/23/1995,6/7/1995,NONE,FOB,line comment 5279
1158,114,1,3,15,2308.24,0.08,R,O,11/10/1995,6/10/1994,1/20/1997,TAKE BACK RETURN,SHIP,line comment 5280
1418,7,4,4,8,11654.45,0.01,R,O,4/25/1996,2/12/1998,7/31/1996,TAKE BACK RETURN,TRUCK,line comment 5281
256,120,7,5,13,95118.71,0.01,R,O,7/13/1993,1/17/1995,12/8/1997,DELIVER IN PERSON,REG AIR,line comment 5282
76,159,9,6,9,104621.58,0.01,A,F,2/9/1996,6/30/1997,12/6/1993,DELIVER IN PERSON,MAIL,line comment 5283
119,16,4,7,38,92530,0.05,N,F,5/15/1994,10/25/1996,5/11/1995,COLLECT COD,RAIL,line comment 5284
888,93,10,1,41,50404.82,0.02,A,O,1/16/1994,12/14/1993,1/19/1997,TAKE BACK RETURN,AIR,line comment 5285
1382,114,9,2,49,59647.59,0.01,A,F,5/5/1997,10/10/1995,12/18/1997,COLLECT COD,FOB,line comment 5286
1372,140,3,3,4,41494.42,0.04,R,O,4/15/1997,7/10/1998,2/2/1995,TAKE BACK RETURN,RAIL,line comment 5287
672,13,9,4,14,7948.1,0.06,R,O,11/22/1994,2/16/1996,1/24/1995,DELIVER IN PERSON,AIR,line comment 5288
1102,135,3,5,47,13103.36,0.02,A,O,1/20/1995,11/29/1995,12/3/1996,NONE,AIR,line comment 5289
429,46,2,6,30,5459.49,0.06,N,F,10/15/1995,1/8/1997,4/16/1996,COLLECT COD,MAIL,line comment 5290
357,16,8,7,45,29631.45,0.04,A,O,1/22/1995,4/11/1993,9/15/1996,DELIVER IN PERSON,AIR,line comment 5291
831,161,8,1,36,61632.71,0.05,N,O,12/5/1993,5/27/1995,7/5/1997,COLLECT COD,SHIP,line comment 5292
1051,96,2,2,7,77669.33,0,R,O,6/8/1995,3/28/1996,5/20/1995,NONE,TRUCK,line comment 5293
590,172,1,3,31,93400.44,0.05,A,F,11/13/1996,9/12/1997,1/27/1994,TAKE BACK RETURN,SHIP,line comment 5294
247,134,8,4,24,34107.05,0.04,N,F,6/7/1993,1/3/1994,7/19/1995,DELIVER IN PERSON,RAIL,line comment 5295
198,45,10,5,26,20565.83,0,A,O,9/9/1997,3/25/1997,9/2/1994,COLLECT COD,AIR,line comment 5296
1216,120,8,6,25,12359.88,0.01,R,F,12/4/1997,6/24/1994,4/6/1995,TAKE BACK RETURN,FOB,line comment 5297
1313,163,5,7,46,53107.05,0,R,F,5/1/1993,11/27/1996,10/4/1994,COLLECT COD,AIR,line comment 5298
216,46,4,1,1,82156.42,0.04,N,O,3/23/1993,7/26/1993,2/28/1994,DELIVER IN PERSON,REG AIR,line comment 5299
1291,91,9,2,11,84843.92,0.04,N,O,3/11/1994,12/9/1993,11/15/1994,DELIVER IN PERSON,AIR,line comment 5300
1436,155,9,3,24,8811.11,0,A,F,1/2/1993,7/21/1993,5/8/1997,TAKE BACK RETURN,AIR,line comment 5301
193,182,5,4,24,63450.68,0.04,N,O,6/9/1997,2/5/1994,5/19/1996,NONE,MAIL,line comment 5302
1098,152,3,5,42,93258.05,0.08,N,F,7/7/1997,6/11/1996,12/10/1995,TAKE BACK RETURN,REG AIR,line comment 5303
355,36,5,6,2,97279.78,0.05,A,F,9/22/1996,12/19/1997,6/23/1997,COLLECT COD,FOB,line comment 5304
1165,74,2,7,8,40266.56,0,A,F,6/7/1997,8/27/1996,3/18/1998,DELIVER IN PERSON,REG AIR,line comment 5305
502,194,6,1,5,37138.7,0.06,R,O,9/7/1997,11/11/1997,12/22/1997,NONE,MAIL,line comment 5306
707,166,10,2,2,29694.17,0.06,A,O,3/21/1998,7/12/1997,9/26/1995,COLLECT COD,REG AIR,line comment 5307
18,138,6,3,20,79680.22,0.04,N,O,7/29/1996,6/5/1994,3/19/1998,NONE,FOB,line comment 5308
1279,136,6,4,42,74948.37,0.08,N,O,9/19/1997,10/23/1996,10/18/1997,TAKE BACK RETURN,RAIL,line comment 5309
1181,119,5,5,22,73109.14,0.04,R,F,9/21/1993,6/3/1997,4/27/1995,COLLECT COD,SHIP,line comment 5310
1307,101,2,6,27,63233.87,0.02,A,F,12/23/1997,8/20/1997,1/19/1994,COLLECT COD,FOB,line comment 5311
1326,11,9,7,37,104947.77,0.01,R,F,6/18/1994,5/14/1993,12/19/1994,COLLECT COD,AIR,line comment 5312
132,157,1,1,27,35529.35,0,A,F,10/18/1995,2/14/1998,10/14/1994,NONE,FOB,line comment 5313
1312,97,6,2,18,90976.74,0.02,N,O,9/30/1998,2/3/1998,8/4/1998,NONE,AIR,line comment 5314
834,60,8,3,34,102209.03,0,A,O,12/19/1996,1/3/1994,5/9/1997,DELIVER IN PERSON,REG AIR,line comment 5315
1344,129,6,4,39,46456.12,0.1,R,F,12/6/1994,3/7/1998,5/3/1998,NONE,FOB,line comment 5316
338,193,3,5,17,78558.95,0,A,F,1/17/1997,12/20/1993,12/3/1998,COLLECT COD,TRUCK,line comment 5317
980,112,9,6,10,43412.9,0,N,F,10/20/1996,4/12/1998,8/25/1994,COLLECT COD,AIR,line comment 5318
1038,12,5,7,20,11780.34,0.1,N,F,7/7/1997,9/25/1998,10/25/1994,NONE,AIR,line comment 5319
250,156,6,1,37,55520.55,0.1,R,O,4/29/1996,1/29/1997,4/21/1998,DELIVER IN PERSON,TRUCK,line comment 5320
1095,145,3,2,28,18620.02,0.08,R,F,12/21/1994,10/20/1997,11/26/1996,NONE,AIR,line comment 5321
1243,151,9,3,22,95174.04,0.05,N,O,1/18/1997,1/6/1996,3/31/1995,DELIVER IN PERSON,FOB,line comment 5322
1110,148,4,4,39,101576.59,0.04,N,F,2/26/1994,10/16/1995,7/11/1993,NONE,REG AIR,line comment 5323
1114,54,4,5,33,75992.75,0.08,A,O,12/14/1995,10/8/1997,8/8/1998,DELIVER IN PERSON,FOB,line comment 5324
1052,169,7,6,7,52181.45,0.02,A,F,12/4/1993,9/6/1996,8/12/1997,TAKE BACK RETURN,REG AIR,line comment 5325
615,173,1,7,31,11429.96,0.1,A,F,5/28/1994,12/7/1996,10/19/1998,TAKE BACK RETURN,RAIL,line comment 5326
533,171,10,1,16,69015.74,0.04,R,O,4/12/1998,7/18/1993,5/1/1996,NONE,AIR,line comment 5327
879,10,4,2,5,57038.86,0.06,N,F,2/9/1993,10/29/1998,6/12/1996,COLLECT COD,AIR,line comment 5328
170,83,7,3,25,25102.25,0.05,R,F,6/25/1997,3/2/1995,4/11/1996,DELIVER IN PERSON,REG AIR,line comment 5329
147,52,8,4,17,58550.31,0.04,N,F,12/20/1995,11/7/1998,4/12/1998,DELIVER IN PERSON,MAIL,line comment 5330
136,29,9,5,43,20675.36,0,N,F,2/20/1996,8/20/1993,11/3/1997,DELIVER IN PERSON,AIR,line comment 5331
860,70,7,6,25,55773.01,0.01,R,O,12/12/1997,11/5/1996,7/31/1998,NONE,MAIL,line comment 5332
19,10,2,7,1,36706.34,0,A,O,6/3/1993,9/10/1997,1/17/1993,TAKE BACK RETURN,MAIL,line comment 5333
786,138,9,1,4,100127.66,0.01,R,O,2/2/1993,6/14/1993,8/10/1993,NONE,MAIL,line comment 5334
1442,72,6,2,16,16473.01,0.08,R,F,7/5/1995,10/19/1996,5/27/1993,NONE,AIR,line comment 5335
1225,37,3,3,3,74091.27,0.05,N,O,12/9/1996,9/14/1993,7/22/1995,NONE,AIR,line comment 5336
704,146,4,4,9,3601.55,0.08,N,F,10/15/1995,9/17/1997,5/16/1994,COLLECT COD,REG AIR,line comment 5337
627,80,2,5,31,5065.01,0.06,A,F,5/22/1998,10/2/1997,9/16/1994,DELIVER IN PERSON,SHIP,line comment 5338
983,166,2,6,45,34778.34,0.05,R,O,1/8/1996,9/22/1997,2/5/1994,TAKE BACK RETURN,REG AIR,line comment 5339
132,197,5,7,21,39979.84,0.02,A,O,12/31/1998,2/8/1997,9/7/1996,DELIVER IN PERSON,RAIL,line comment 5340
578,173,1,1,41,31638.1,0.1,N,F,2/19/1993,2/16/1995,7/20/1995,TAKE BACK RETURN,SHIP,line comment 5341
1282,108,2,2,38,99350.54,0.01,N,O,11/30/1998,11/7/1998,10/14/1998,COLLECT COD,FOB,line comment 5342
59,25,7,3,22,35167.71,0,N,F,9/17/1997,5/2/1996,11/25/1994,NONE,REG AIR,line comment 5343
922,4,10,4,16,34706.31,0.02,R,O,8/29/1995,4/28/1993,5/9/1997,NONE,FOB,line comment 5344
8,141,1,5,38,61932.76,0.06,A,F,1/31/1996,9/30/1994,10/25/1998,COLLECT COD,AIR,line comment 5345
388,3,9,6,8,67984.26,0.05,N,F,10/12/1997,5/13/1998,7/15/1994,NONE,RAIL,line comment 5346
500,78,10,7,35,95673.8,0.04,N,O,10/6/1996,1/1/1995,5/11/1997,COLLECT COD,FOB,line comment 5347
754,76,5,1,35,77657.82,0.05,A,F,6/17/1995,2/19/1993,1/7/1998,NONE,AIR,line comment 5348
320,62,5,2,21,31114.45,0.04,N,O,11/29/1994,1/1/1998,5/17/1993,NONE,TRUCK,line comment 5349
1084,39,9,3,20,94728.08,0.02,N,F,7/30/1998,12/15/1996,10/29/1998,TAKE BACK RETURN,TRUCK,line comment 5350
93,92,2,4,34,92318.79,0.1,A,O,10/8/1993,3/23/1994,6/10/1996,TAKE BACK RETURN,FOB,line comment 5351
772,191,4,5,11,61373.4,0.04,R,F,8/13/1998,8/28/1998,6/12/1998,COLLECT COD,MAIL,line comment 5352
679,192,9,6,25,82788.52,0.08,R,O,11/21/1998,3/10/1994,11/23/1995,NONE,TRUCK,line comment 5353
837,140,9,7,24,55848.86,0.1,N,F,12/18/1998,7/18/1993,2/21/1998,NONE,SHIP,line comment 5354
153,135,8,1,7,13726.23,0.02,A,O,3/10/1998,3/18/1993,6/8/1993,DELIVER IN PERSON,AIR,line comment 5355
1352,35,8,2,13,1019.83,0,R,O,10/28/1996,3/15/1998,12/9/1994,TAKE BACK RETURN,MAIL,line comment 5356
1429,130,4,3,9,29961.3,0.05,R,O,7/10/1998,6/20/1993,8/28/1994,NONE,REG AIR,line comment 5357
1033,19,5,4,42,73679.38,0.06,R,O,1/23/1995,3/23/1998,11/18/1994,TAKE BACK RETURN,RAIL,line comment 5358
1143,127,3,5,6,58711.72,0.01,N,F,10/7/1998,6/21/1994,10/2/1995,TAKE BACK RETURN,RAIL,line comment 5359
560,200,5,6,28,64061.31,0.08,A,F,9/1/1998,3/24/1996,9/20/1995,DELIVER IN PERSON,TRUCK,line comment 5360
836,45,5,7,13,21471.09,0.02,A,O,4/30/1993,3/14/1998,10/19/1994,TAKE BACK RETURN,SHIP,line comment 5361
262,129,8,1,14,35847.84,0.06,A,F,5/17/1995,10/4/1995,4/1/1996,COLLECT COD,AIR,line comment 5362
587,15,10,2,4,101345.84,0.06,N,F,10/30/1994,6/18/1993,5/14/1995,NONE,SHIP,line comment 5363
26,156,3,3,4,21291.5,0.1,A,F,3/8/1997,12/8/1994,11/5/1996,COLLECT COD,TRUCK,line comment 5364
178,134,9,4,5,49981.9,0.01,A,O,11/13/1995,12/30/1994,9/9/1998,TAKE BACK RETURN,RAIL,line comment 5365
443,155,10,5,4,15757.17,0.04,A,O,12/27/1993,5/4/1995,9/27/1994,COLLECT COD,FOB,line comment 5366
673,25,3,6,44,53432.05,0.1,N,F,4/1/1996,9/19/1997,1/11/1993,TAKE BACK RETURN,AIR,line comment 5367
596,74,3,7,35,44493.01,0,N,F,7/11/1997,6/3/1993,7/16/1998,TAKE BACK RETURN,RAIL,line comment 5368
1475,61,4,1,15,98526.65,0.06,N,O,10/1/1994,8/12/1998,7/19/1996,DELIVER IN PERSON,RAIL,line comment 5369
261,52,2,2,33,77861.74,0,N,O,1/7/1996,3/25/1997,7/29/1994,NONE,AIR,line comment 5370
1445,127,5,3,29,29057.53,0.05,R,F,7/4/1997,11/2/1996,4/9/1993,NONE,TRUCK,line comment 5371
262,87,5,4,21,69245.93,0.05,A,O,11/9/1995,7/30/1996,2/6/1993,NONE,REG AIR,line comment 5372
1170,68,8,5,49,104833.6,0.01,A,F,6/8/1996,2/4/1993,4/28/1996,TAKE BACK RETURN,AIR,line comment 5373
1340,40,3,6,24,23330.35,0.02,A,O,5/15/1996,7/24/1995,9/20/1994,TAKE BACK RETURN,RAIL,line comment 5374
661,117,10,7,11,60168.59,0.05,R,F,4/10/1993,3/21/1995,4/29/1995,NONE,MAIL,line comment 5375
175,14,10,1,3,11284.52,0.1,R,F,1/4/1994,4/1/1995,6/8/1993,COLLECT COD,AIR,line comment 5376
500,94,9,2,34,94047.03,0.08,N,F,11/9/1996,3/19/1998,3/14/1994,TAKE BACK RETURN,MAIL,line comment 5377
1303,61,9,3,6,28538.13,0.08,A,F,11/6/1994,11/13/1996,5/10/1994,NONE,RAIL,line comment 5378
867,113,4,4,2,81745.63,0.04,N,O,7/14/1997,12/1/1995,1/17/1993,DELIVER IN PERSON,MAIL,line comment 5379
882,4,1,5,47,51307.34,0.02,N,O,2/12/1996,12/31/1993,2/6/1997,TAKE BACK RETURN,AIR,line comment 5380
1044,69,9,6,27,25398.98,0.01,R,F,4/18/1993,2/13/1998,2/27/1995,COLLECT COD,AIR,line comment 5381
214,74,8,7,34,11443.34,0.02,R,F,3/21/1993,6/20/1997,2/6/1996,NONE,TRUCK,line comment 5382
614,82,3,1,6,87087.39,0.01,A,F,4/13/1994,2/24/1994,2/10/1998,COLLECT COD,REG AIR,line comment 5383
1033,114,6,2,1,29367.21,0.01,N,O,2/17/1995,10/26/1993,1/12/1993,TAKE BACK RETURN,REG AIR,line comment 5384
1362,159,10,3,7,103934.44,0.04,R,O,11/14/1996,5/14/1998,5/9/1998,TAKE BACK RETURN,MAIL,line comment 5385
797,46,6,4,8,45515.32,0.05,A,F,11/20/1993,3/14/1995,11/13/1995,NONE,SHIP,line comment 5386
1385,8,9,5,30,64573.89,0.1,A,O,12/28/1998,7/21/1998,9/27/1994,NONE,FOB,line comment 5387
1478,137,10,6,23,102876.01,0.08,A,O,5/24/1997,7/26/1998,7/17/1996,DELIVER IN PERSON,RAIL,line comment 5388
1019,8,4,7,20,58509.63,0.01,R,F,11/24/1994,7/19/1997,12/14/1996,TAKE BACK RETURN,TRUCK,line comment 5389
1022,45,4,1,5,78062.42,0,A,F,7/28/1994,11/13/1996,6/25/1996,COLLECT COD,SHIP,line comment 5390
353,111,1,2,20,50033.54,0,R,F,7/31/1996,12/25/1998,4/26/1997,COLLECT COD,SHIP,line comment 5391
1473,142,5,3,33,95729.25,0.04,R,O,6/9/1998,7/12/1997,6/26/1997,NONE,FOB,line comment 5392
35,58,3,4,42,9310.42,0.05,A,O,12/15/1996,5/21/1994,9/3/1994,NONE,REG AIR,line comment 5393
1001,68,3,5,33,104856.59,0.01,A,F,10/14/1994,9/2/1998,2/26/1994,NONE,AIR,line comment 5394
988,56,8,6,39,40439.13,0.05,A,O,9/9/1994,4/6/1993,11/24/1995,DELIVER IN PERSON,TRUCK,line comment 5395
344,69,2,7,33,84754.09,0.04,A,F,12/29/1995,3/15/1993,4/1/1996,DELIVER IN PERSON,RAIL,line comment 5396
1449,127,7,1,25,2966.91,0.1,N,F,11/23/1998,5/7/1993,9/14/1998,COLLECT COD,FOB,line comment 5397
1380,148,3,2,14,99102.27,0.04,R,O,5/7/1993,8/6/1995,11/3/1998,NONE,MAIL,line comment 5398
51,37,7,3,36,93809.27,0.02,A,F,7/17/1998,10/9/1994,10/2/1993,COLLECT COD,SHIP,line comment 5399
1006,60,2,4,32,95006.89,0.01,R,F,1/28/1998,9/13/1995,7/21/1997,COLLECT COD,FOB,line comment 5400
452,101,2,5,29,56985.38,0.08,A,F,6/25/1993,9/10/1995,8/2/1997,COLLECT COD,MAIL,line comment 5401
1195,19,10,6,38,54504.88,0.04,R,F,8/14/1997,3/19/1994,5/4/1998,COLLECT COD,RAIL,line comment 5402
633,65,2,7,4,72923.26,0,R,F,4/2/1997,6/11/1998,6/8/1996,COLLECT COD,REG AIR,line comment 5403
1119,168,4,1,35,48077.65,0.04,A,O,2/3/1994,6/16/1994,12/22/1993,NONE,REG AIR,line comment 5404
429,180,7,2,32,25831.56,0.02,N,F,12/29/1998,1/27/1995,8/5/1994,TAKE BACK RETURN,FOB,line comment 5405
1216,130,3,3,19,50061.64,0.01,N,F,3/5/1993,11/3/1998,4/3/1994,TAKE BACK RETURN,RAIL,line comment 5406
980,165,1,4,5,20574.22,0.08,N,F,2/21/1997,7/28/1997,4/20/1998,DELIVER IN PERSON,FOB,line comment 5407
340,172,7,5,27,37146.35,0.08,R,O,2/8/1993,4/17/1995,7/22/1994,TAKE BACK RETURN,REG AIR,line comment 5408
365,148,1,6,14,59478.69,0.08,A,O,4/24/1997,4/13/1995,2/14/1998,NONE,RAIL,line comment 5409
1345,114,6,7,11,57621.03,0.04,A,F,10/20/1993,6/12/1998,5/25/1995,NONE,RAIL,line comment 5410
1012,169,4,1,44,56386.31,0.02,N,O,1/29/1996,6/19/1994,12/15/1995,DELIVER IN PERSON,AIR,line comment 5411
1121,55,4,2,29,29997.68,0.02,R,F,2/10/1994,3/30/1998,8/26/1994,DELIVER IN PERSON,TRUCK,line comment 5412
224,70,8,3,44,90732.93,0.01,N,F,3/17/1993,7/27/1994,3/31/1998,COLLECT COD,MAIL,line comment 5413
1260,7,2,4,4,54590,0.06,R,O,2/12/1993,3/15/1998,3/7/1996,TAKE BACK RETURN,MAIL,line comment 5414
985,63,7,5,9,2914.52,0.08,R,O,9/16/1997,12/29/1998,12/25/1995,DELIVER IN PERSON,AIR,line comment 5415
375,166,1,6,24,17884.19,0.06,N,O,11/3/1998,10/15/1993,6/3/1997,TAKE BACK RETURN,SHIP,line comment 5416
904,194,3,7,7,38651.16,0.1,N,F,7/9/1998,5/7/1995,10/30/1997,TAKE BACK RETURN,REG AIR,line comment 5417
1336,2,4,1,27,30290.65,0.05,N,F,10/6/1996,3/20/1993,12/27/1995,TAKE BACK RETURN,FOB,line comment 5418
918,104,6,2,50,73324.35,0.01,N,F,7/5/1994,5/18/1993,10/7/1995,DELIVER IN PERSON,TRUCK,line comment 5419
1427,160,7,3,24,92124.36,0.06,N,O,4/8/1995,12/11/1994,5/18/1994,NONE,REG AIR,line comment 5420
1329,66,4,4,41,35896.03,0.1,N,F,8/24/1995,10/12/1993,12/14/1994,COLLECT COD,TRUCK,line comment 5421
912,184,8,5,15,104340.77,0.08,A,O,7/5/1995,6/12/1997,5/4/1994,TAKE BACK RETURN,AIR,line comment 5422
1383,17,7,6,35,76614.76,0.01,R,O,3/23/1998,12/30/1995,12/26/1993,DELIVER IN PERSON,SHIP,line comment 5423
923,71,3,7,22,40632.02,0.02,N,F,6/9/1994,10/1/1998,4/25/1996,COLLECT COD,REG AIR,line comment 5424
900,88,7,1,30,13230.47,0.1,R,F,2/26/1995,12/13/1997,4/6/1994,NONE,AIR,line comment 5425
945,81,10,2,15,43858.8,0.04,N,F,12/8/1993,2/23/1993,9/1/1993,COLLECT COD,SHIP,line comment 5426
808,12,3,3,7,97212.08,0.02,R,O,3/31/1994,8/24/1995,12/10/1995,NONE,RAIL,line comment 5427
69,19,4,4,50,12806.08,0,A,O,12/17/1994,10/20/1993,8/12/1997,DELIVER IN PERSON,REG AIR,line comment 5428
940,1,10,5,37,97714.88,0.02,A,F,2/14/1995,12/15/1994,9/11/1997,COLLECT COD,MAIL,line comment 5429
314,53,3,6,10,59665.49,0.04,A,F,2/19/1993,10/30/1994,5/7/1994,COLLECT COD,SHIP,line comment 5430
193,124,5,7,1,5147.01,0.02,A,F,1/14/1996,6/29/1993,3/30/1993,TAKE BACK RETURN,SHIP,line comment 5431
1415,112,10,1,38,72113.1,0.02,N,O,1/31/1998,3/5/1993,12/18/1994,TAKE BACK RETURN,TRUCK,line comment 5432
96,173,9,2,38,74496.06,0,N,O,7/15/1996,11/27/1994,11/8/1997,COLLECT COD,TRUCK,line comment 5433
438,148,9,3,36,18080.78,0.1,N,F,9/19/1996,4/1/1996,7/19/1996,COLLECT COD,TRUCK,line comment 5434
1256,10,9,4,18,6346.78,0.02,R,F,12/29/1995,4/13/1996,3/24/1995,COLLECT COD,REG AIR,line comment 5435
