orderkey,partkey,suppkey,linenumber,quantity,extendedprice,sale,tax,returnflag,linestatus,shipdate,commitdate,receiptdate,shipinstruct,shipmode,comment,surcharge
765,70,10,6,46,104732.5,0.1,0.02,R,F,6/21/1994,5/4/1993,6/14/1998,DELIVER IN PERSON,MAIL,line comment 4275,100.99
429,141,1,7,36,66892.02,0.04,0.06,R,F,6/5/1994,4/24/1994,10/1/1994,DELIVER IN PERSON,TRUCK,line comment 4276,100.99
1377,99,9,1,48,101909.44,0.08,0.02,A,O,4/24/1997,5/11/1998,7/27/1995,NONE,MAIL,line comment 4277,100.99
814,139,6,2,34,59560.97,0,0.04,A,F,11/28/1994,4/5/1996,6/3/1997,DELIVER IN PERSON,REG AIR,line comment 4278,100.99
1177,85,9,3,42,66448.4,0.08,0.08,A,O,11/29/1998,8/20/1994,10/16/1993,DELIVER IN PERSON,REG AIR,line comment 4279,100.99
260,25,8,4,48,24773.86,0,0.04,A,F,5/2/1996,5/12/1995,5/12/1996,NONE,TRUCK,line comment 4280,100.99
850,44,5,5,17,91424.99,0,0.04,N,F,7/2/1996,4/7/1996,1/31/1994,TAKE BACK RETURN,MAIL,line comment 4281,100.99
998,15,1,6,6,45099.65,0.08,0.04,N,O,1/26/1994,6/16/1995,12/10/1997,DELIVER IN PERSON,SHIP,line comment 4282,100.99
81,109,7,7,29,28552.45,0.02,0,N,F,6/28/1994,8/13/1998,4/18/1993,NONE,TRUCK,line comment 4283,100.99
1285,128,1,1,38,97135.44,0.02,0.08,A,O,2/1/1994,12/3/1997,7/31/1994,NONE,MAIL,line comment 4284,100.99
947,38,3,2,4,50570.5,0.04,0,R,F,12/27/1997,5/23/1997,12/28/1997,COLLECT COD,SHIP,line comment 4285,100.99
666,183,1,3,40,33686.64,0.08,0,N,F,1/1/1994,8/14/1996,1/16/1996,DELIVER IN PERSON,REG AIR,line comment 4286,100.99
1017,150,3,4,19,72671.52,0.06,0,N,O,11/24/1997,12/12/1997,9/24/1993,NONE,MAIL,line comment 4287,100.99
964,16,10,5,26,10549.67,0.01,0.08,R,O,9/13/1997,4/28/1998,7/29/1994,DELIVER IN PERSON,RAIL,line comment 4288,100.99
161,64,4,6,50,46372.81,0.06,0.04,N,F,3/10/1998,1/11/1994,7/30/1997,COLLECT COD,SHIP,line comment 4289,100.99
622,175,4,7,36,92602.97,0.04,0,R,O,5/26/1993,3/4/1997,5/21/1997,DELIVER IN PERSON,REG AIR,line comment 4290,100.99
1140,21,9,1,22,26470.36,0.04,0,R,F,11/8/1996,11/9/1994,3/1/1996,DELIVER IN PERSON,SHIP,line comment 4291,100.99
891,176,2,2,28,40226.73,0,0,A,F,5/24/1993,9/10/1998,10/6/1993,TAKE BACK RETURN,RAIL,line comment 4292,100.99
665,50,7,3,34,64616.96,0.02,0.08,R,O,11/1/1997,5/9/1996,12/31/1996,DELIVER IN PERSON,REG AIR,line comment 4293,100.99
117,59,8,4,5,58483.79,0.1,0.08,R,O,1/27/1997,4/26/1997,11/3/1993,COLLECT COD,SHIP,line comment 4294,100.99
1235,174,2,5,5,30544.56,0.08,0,N,F,11/23/1998,9/17/1993,9/4/1996,COLLECT COD,RAIL,line comment 4295,100.99
424,5,1,6,10,9299.29,0.04,0.02,A,F,2/6/1998,6/9/1993,8/21/1995,COLLECT COD,AIR,line comment 4296,100.99
959,191,8,7,33,62225.4,0.06,0.06,R,F,7/20/1995,4/30/1996,2/26/1994,DELIVER IN PERSON,FOB,line comment 4297,100.99
981,33,6,1,38,90108.94,0.06,0.02,A,F,5/9/1993,1/26/1993,3/2/1995,TAKE BACK RETURN,TRUCK,line comment 4298,100.99
48,152,9,2,17,61706.97,0.01,0.02,R,F,8/28/1995,1/18/1997,10/1/1994,COLLECT COD,AIR,line comment 4299,100.99
1044,88,2,3,24,34584.29,0.05,0.02,R,O,11/24/1994,8/21/1995,5/25/1997,COLLECT COD,MAIL,line comment 4300,100.99
433,189,4,4,23,92566.3,0.08,0,A,O,8/22/1995,2/14/1993,11/25/1996,TAKE BACK RETURN,RAIL,line comment 4301,100.99
1375,168,4,5,41,94648.34,0.01,0,R,O,5/23/1994,4/27/1995,9/19/1997,TAKE BACK RETURN,REG AIR,line comment 4302,100.99
759,186,3,6,45,65459.03,0.02,0,A,O,5/16/1995,11/9/1993,4/26/1994,DELIVER IN PERSON,RAIL,line comment 4303,100.99
988,150,10,7,34,61853.65,0.04,0,N,O,9/10/1998,4/27/1995,7/11/1993,DELIVER IN PERSON,MAIL,line comment 4304,100.99
44,42,1,1,34,84704.66,0.01,0.08,A,O,9/28/1997,7/26/1997,9/6/1998,DELIVER IN PERSON,FOB,line comment 4305,100.99
864,46,9,2,8,28573.85,0.04,0.04,N,F,10/29/1998,9/2/1998,2/4/1993,NONE,FOB,line comment 4306,100.99
1025,10,8,3,34,104014.39,0.1,0.06,R,F,11/20/1997,7/30/1993,1/1/1995,NONE,SHIP,line comment 4307,100.99
1178,136,7,4,27,28084.86,0.02,0.02,R,F,11/11/1996,4/26/1993,1/31/1995,TAKE BACK RETURN,RAIL,line comment 4308,100.99
297,40,5,5,10,60917.35,0.1,0.04,A,O,11/14/1995,1/7/1994,5/18/1996,TAKE BACK RETURN,TRUCK,line comment 4309,100.99
1326,173,10,6,35,60892.34,0.04,0.06,N,F,2/19/1995,5/24/1997,1/2/1997,TAKE BACK RETURN,TRUCK,line comment 4310,100.99
505,70,9,7,44,55506.7,0.01,0.04,R,F,8/10/1993,2/10/1996,8/21/1996,COLLECT COD,TRUCK,line comment 4311,100.99
390,56,5,1,30,59863.73,0.04,0.02,R,F,9/3/1997,8/27/1993,9/7/1998,DELIVER IN PERSON,RAIL,line comment 4312,100.99
1442,75,5,2,31,38291.76,0.08,0.06,A,F,12/22/1993,5/13/1997,3/9/1997,NONE,FOB,line comment 4313,100.99
101,124,1,3,4,55486.5,0.06,0.06,R,O,5/19/1994,1/28/1994,11/18/1995,DELIVER IN PERSON,MAIL,line comment 4314,100.99
24,97,6,4,11,69438.19,0.06,0.08,A,F,9/8/1997,12/12/1996,12/13/1994,COLLECT COD,AIR,line comment 4315,100.99
592,55,7,5,38,82229.53,0.06,0,N,F,5/17/1996,12/28/1998,10/7/1998,NONE,FOB,line comment 4316,100.99
224,127,5,6,43,74037.32,0.08,0,R,F,12/24/1998,7/19/1996,12/13/1997,TAKE BACK RETURN,FOB,line comment 4317,100.99
1302,10,9,7,9,45877.61,0.04,0.06,A,F,2/18/1993,8/17/1995,7/13/1993,COLLECT COD,TRUCK,line comment 4318,100.99
564,109,8,1,23,101428.44,0,0.06,R,O,4/3/1998,3/11/1995,5/3/1996,DELIVER IN PERSON,FOB,line comment 4319,100.99
691,8,2,2,46,71868.61,0,0.04,A,O,10/16/1996,4/27/1995,3/9/1995,NONE,AIR,line comment 4320,100.99
1433,74,10,3,15,78556.41,0.1,0.02,R,O,6/18/1998,1/31/1994,8/15/1998,NONE,MAIL,line comment 4321,100.99
1390,13,2,4,48,27674.78,0.02,0.06,R,F,5/24/1994,9/16/1994,4/11/1997,COLLECT COD,MAIL,line comment 4322,100.99
1447,161,6,5,14,96615.64,0,0.06,R,F,11/1/1998,10/8/1998,2/27/1996,TAKE BACK RETURN,MAIL,line comment 4323,100.99
1428,23,2,6,3,39583.69,0.05,0.02,A,F,3/17/1993,5/27/1997,9/23/1998,COLLECT COD,TRUCK,line comment 4324,100.99
1044,140,2,7,11,42445.95,0.05,0,R,F,11/22/1993,12/7/1997,11/16/1995,DELIVER IN PERSON,FOB,line comment 4325,100.99
1325,92,2,1,5,86389.96,0.02,0.06,N,O,11/22/1993,1/14/1996,11/24/1998,COLLECT COD,REG AIR,line comment 4326,100.99
1431,57,5,2,35,59204.96,0.02,0.06,N,F,8/27/1997,11/6/1997,8/13/1995,NONE,TRUCK,line comment 4327,100.99
650,72,8,3,47,11765.38,0.08,0.08,N,F,3/18/1995,3/15/1996,9/25/1996,TAKE BACK RETURN,RAIL,line comment 4328,100.99
541,173,8,4,20,87678.08,0.1,0.02,A,O,1/11/1998,5/23/1994,4/16/1993,TAKE BACK RETURN,RAIL,line comment 4329,100.99
212,176,3,5,9,26680.52,0.08,0.06,A,O,10/2/1998,9/20/1996,12/23/1996,NONE,AIR,line comment 4330,100.99
1207,175,10,6,49,17514.61,0.04,0.06,R,F,10/2/1995,3/24/1993,1/16/1996,DELIVER IN PERSON,SHIP,line comment 4331,100.99
809,70,4,7,45,35884,0.08,0,N,O,6/7/1995,2/15/1997,5/14/1993,TAKE BACK RETURN,MAIL,line comment 4332,100.99
695,67,9,1,9,93482.45,0.1,0.06,R,O,8/6/1996,3/5/1993,3/4/1996,COLLECT COD,RAIL,line comment 4333,100.99
1061,86,8,2,1,102507.74,0.1,0.08,R,O,10/31/1998,10/10/1993,7/21/1997,TAKE BACK RETURN,REG AIR,line comment 4334,100.99
1011,138,4,3,25,72397.59,0.04,0.08,R,O,2/7/1995,7/17/1998,10/28/1998,DELIVER IN PERSON,REG AIR,line comment 4335,100.99
1350,187,10,4,37,51561.89,0.02,0,A,O,8/10/1998,9/24/1995,11/2/1998,DELIVER IN PERSON,RAIL,line comment 4336,100.99
575,2,9,5,7,95078.64,0.04,0.06,A,O,6/18/1994,12/1/1993,10/1/1996,COLLECT COD,REG AIR,line comment 4337,100.99
517,83,7,6,46,40282.01,0.08,0.06,A,O,3/17/1996,12/31/1994,8/16/1994,NONE,RAIL,line comment 4338,100.99
1067,170,5,7,24,32648.92,0.08,0.06,A,O,11/10/1998,3/14/1997,9/18/1996,NONE,TRUCK,line comment 4339,100.99
1168,189,3,1,19,19731.04,0,0.02,N,F,12/24/1998,6/24/1995,1/29/1998,DELIVER IN PERSON,SHIP,line comment 4340,100.99
1351,132,1,2,12,89424.95,0.05,0.02,N,O,8/24/1998,3/5/1998,12/31/1994,NONE,FOB,line comment 4341,100.99
1243,198,7,3,11,56612.53,0.05,0,R,F,7/9/1997,7/2/1995,12/7/1998,NONE,MAIL,line comment 4342,100.99
25,125,3,4,41,49326.01,0.01,0.02,N,F,9/11/1994,7/15/1993,9/13/1996,TAKE BACK RETURN,RAIL,line comment 4343,100.99
1336,10,4,5,12,96055.69,0.02,0.04,N,O,7/25/1998,8/28/1995,2/21/1995,TAKE BACK RETURN,FOB,line comment 4344,100.99
569,38,10,6,2,7097.92,0.05,0,N,F,8/3/1997,8/30/1996,2/9/1997,DELIVER IN PERSON,TRUCK,line comment 4345,100.99
1411,182,9,7,41,61949.48,0.02,0,N,O,6/5/1993,5/12/1996,1/1/1996,DELIVER IN PERSON,MAIL,line comment 4346,100.99
760,82,8,1,3,66249.5,0.01,0,N,F,9/28/1998,5/12/1994,2/11/1995,TAKE BACK RETURN,SHIP,line comment 4347,100.99
768,28,2,2,1,85156.64,0.08,0.04,A,O,2/8/1994,1/15/1995,11/28/1994,NONE,RAIL,line comment 4348,100.99
127,20,1,3,15,70685.22,0.02,0.08,N,O,3/7/1997,1/3/1995,3/9/1995,COLLECT COD,REG AIR,line comment 4349,100.99
1468,139,6,4,49,85333.03,0.04,0.08,A,O,7/11/1994,3/5/1996,2/4/1995,TAKE BACK RETURN,MAIL,line comment 4350,100.99
1265,22,7,5,21,4668.96,0.02,0,N,O,1/6/1996,12/12/1993,10/22/1996,COLLECT COD,REG AIR,line comment 4351,100.99
1029,165,5,6,10,101195.23,0,0.04,A,O,5/18/1998,12/30/1993,4/16/1996,COLLECT COD,REG AIR,line comment 4352,100.99
1242,138,2,7,21,88371.14,0.05,0,R,F,4/3/1998,9/17/1995,3/30/1993,DELIVER IN PERSON,FOB,line comment 4353,100.99
566,54,2,1,42,78656.1,0.01,0,R,F,11/25/1996,8/1/1993,11/17/1993,NONE,RAIL,line comment 4354,100.99
281,8,7,2,1,98607.65,0.05,0.08,R,F,11/8/1998,4/8/1997,8/20/1994,DELIVER IN PERSON,REG AIR,line comment 4355,100.99
391,111,6,3,2,65010.93,0.04,0.02,N,O,7/20/1998,2/10/1998,6/20/1994,NONE,REG AIR,line comment 4356,100.99
719,106,8,4,47,74042.53,0,0.04,A,O,4/1/1997,10/10/1997,12/27/1997,DELIVER IN PERSON,MAIL,line comment 4357,100.99
199,59,1,5,30,85966.87,0.05,0.04,R,F,3/19/1993,6/19/1994,8/8/1996,COLLECT COD,MAIL,line comment 4358,100.99
90,118,4,6,42,78647.17,0.05,0.08,N,F,2/6/1998,10/9/1997,9/19/1998,TAKE BACK RETURN,FOB,line comment 4359,100.99
1423,37,9,7,28,86997.14,0.02,0,A,F,7/13/1994,3/29/1996,7/4/1993,NONE,RAIL,line comment 4360,100.99
1065,169,5,1,10,42869.53,0.01,0.06,R,O,5/18/1997,2/15/1994,7/31/1996,TAKE BACK RETURN,REG AIR,line comment 4361,100.99
1062,30,10,2,42,14426.47,0.06,0.08,N,F,12/9/1995,2/23/1993,4/4/1996,NONE,AIR,line comment 4362,100.99
580,122,1,3,42,78774.77,0.02,0.06,R,F,9/24/1993,5/18/1996,3/4/1998,DELIVER IN PERSON,AIR,line comment 4363,100.99
1154,132,2,4,31,16047.94,0.01,0.02,R,O,6/28/1997,7/2/1995,1/14/1996,NONE,MAIL,line comment 4364,100.99
856,154,8,5,13,57548.05,0.04,0,A,O,7/21/1994,5/8/1995,4/28/1994,DELIVER IN PERSON,REG AIR,line comment 4365,100.99
1409,40,1,6,12,95544.94,0,0.08,A,F,10/28/1996,6/27/1997,11/26/1995,NONE,FOB,line comment 4366,100.99
107,88,9,7,34,1914.75,0.04,0.04,R,F,11/13/1995,12/31/1996,2/2/1997,DELIVER IN PERSON,FOB,line comment 4367,100.99
72,65,5,1,31,78613.84,0.04,0.08,A,F,11/16/1996,7/28/1994,3/13/1993,NONE,SHIP,line comment 4368,100.99
432,19,2,2,21,38905.43,0.01,0.02,R,F,11/26/1998,4/18/1996,1/11/1996,COLLECT COD,MAIL,line comment 4369,100.99
607,40,8,3,33,25517.36,0.06,0.08,A,F,2/24/1998,6/19/1995,1/15/1993,NONE,FOB,line comment 4370,100.99
905,137,7,4,21,86593.29,0.06,0,A,F,5/30/1996,10/3/1993,11/14/1997,COLLECT COD,FOB,line comment 4371,100.99
1475,145,3,5,36,87455.77,0.01,0,R,O,10/9/1996,11/4/1994,3/5/1994,DELIVER IN PERSON,AIR,line comment 4372,100.99
502,27,2,6,33,62400.96,0.05,0.06,R,F,10/15/1994,2/21/1997,2/19/1997,TAKE BACK RETURN,MAIL,line comment 4373,100.99
1393,76,4,7,41,45223.84,0.04,0,N,F,7/18/1993,6/16/1993,11/19/1993,NONE,TRUCK,line comment 4374,100.99
1162,74,2,1,19,2221.46,0.06,0.04,R,F,7/11/1997,12/20/1997,5/13/1995,NONE,FOB,line comment 4375,100.99
305,95,8,2,10,72708.8,0.04,0.08,R,F,4/19/1997,2/20/1994,5/29/1997,DELIVER IN PERSON,AIR,line comment 4376,100.99
647,119,7,3,28,96660.95,0.06,0.06,R,O,5/30/1997,6/16/1997,5/21/1995,COLLECT COD,TRUCK,line comment 4377,100.99
238,22,1,4,23,36309.17,0.08,0,R,F,1/8/1998,2/26/1998,5/18/1997,COLLECT COD,FOB,line comment 4378,100.99
638,73,4,5,12,30106.89,0.08,0.02,R,O,7/18/1995,8/24/1998,7/16/1996,DELIVER IN PERSON,SHIP,line comment 4379,100.99
910,115,5,6,27,20215.08,0.04,0.06,N,F,3/11/1996,6/3/1995,7/4/1995,COLLECT COD,TRUCK,line comment 4380,100.99
1102,109,8,7,48,98783.96,0.01,0,R,O,4/9/1998,2/15/1997,5/30/1995,NONE,REG AIR,line comment 4381,100.99
877,173,6,1,22,4702.48,0.06,0.08,R,O,2/13/1994,5/28/1997,3/23/1994,NONE,TRUCK,line comment 4382,100.99
1072,172,6,2,20,58567.02,0.1,0.06,R,F,1/26/1993,6/6/1996,10/24/1997,DELIVER IN PERSON,MAIL,line comment 4383,100.99
267,138,7,3,25,92096.56,0.04,0.02,R,O,3/5/1996,8/12/1994,8/8/1998,DELIVER IN PERSON,FOB,line comment 4384,100.99
794,192,6,4,41,15646.91,0.1,0.02,R,F,8/7/1997,2/16/1998,8/7/1995,DELIVER IN PERSON,TRUCK,line comment 4385,100.99
1020,175,8,5,44,81647.15,0,0.06,N,O,10/13/1994,8/21/1997,3/10/1997,TAKE BACK RETURN,TRUCK,line comment 4386,100.99
723,178,8,6,5,98973.83,0.1,0.06,A,O,8/12/1997,9/3/1997,11/12/1995,DELIVER IN PERSON,MAIL,line comment 4387,100.99
1193,181,5,7,11,41995.08,0.02,0.02,R,F,11/13/1995,12/15/1994,12/29/1995,NONE,FOB,line comment 4388,100.99
866,25,5,1,6,48284.72,0.05,0.08,A,O,1/24/1995,4/16/1993,10/25/1996,TAKE BACK RETURN,FOB,line comment 4389,100.99
1307,195,1,2,5,101178.85,0.04,0.02,R,O,10/29/1998,6/25/1995,9/6/1995,DELIVER IN PERSON,SHIP,line comment 4390,100.99
396,64,1,3,26,80416.35,0.1,0,A,F,10/25/1996,12/21/1993,3/28/1995,TAKE BACK RETURN,RAIL,line comment 4391,100.99
854,190,10,4,26,60068.3,0.02,0.04,N,O,1/31/1997,6/25/1993,3/7/1995,DELIVER IN PERSON,FOB,line comment 4392,100.99
437,143,1,5,38,46774.44,0.06,0.08,R,O,4/26/1997,4/29/1996,1/3/1996,DELIVER IN PERSON,TRUCK,line comment 4393,100.99
814,52,6,6,5,42105.31,0.01,0.02,R,F,1/15/1993,3/5/1995,9/14/1997,DELIVER IN PERSON,REG AIR,line comment 4394,100.99
41,132,9,7,49,82263.65,0,0.04,N,F,10/11/1998,5/14/1998,12/10/1995,TAKE BACK RETURN,SHIP,line comment 4395,100.99
615,196,10,1,34,74610.58,0.05,0,N,F,11/25/1994,9/30/1993,6/2/1995,COLLECT COD,TRUCK,line comment 4396,100.99
1406,69,6,2,37,72533.07,0.06,0.04,A,O,12/14/1995,11/1/1996,11/28/1997,COLLECT COD,REG AIR,line comment 4397,100.99
154,197,5,3,4,100947.57,0.06,0.02,A,F,6/10/1997,12/29/1997,10/22/1998,COLLECT COD,AIR,line comment 4398,100.99
890,55,1,4,19,39165.91,0.08,0.06,R,O,7/25/1995,7/21/1994,10/19/1998,DELIVER IN PERSON,TRUCK,line comment 4399,100.99
944,63,4,5,13,87340.27,0.08,0.02,N,F,1/1/1994,6/10/1997,10/21/1995,TAKE BACK RETURN,FOB,line comment 4400,100.99
235,85,1,6,49,66906.13,0.1,0,A,O,9/3/1993,1/13/1996,4/17/1995,DELIVER IN PERSON,AIR,line comment 4401,100.99
830,48,2,7,28,16878.28,0.02,0.02,N,F,8/10/1996,3/8/1995,9/8/1995,NONE,TRUCK,line comment 4402,100.99
999,80,10,1,6,81477.65,0.02,0,N,O,8/14/1996,6/17/1995,12/31/1998,TAKE BACK RETURN,RAIL,line comment 4403,100.99
920,9,3,2,25,53363.98,0.1,0.02,R,F,9/25/1998,7/3/1997,6/22/1996,NONE,AIR,line comment 4404,100.99
1310,150,1,3,15,93572.44,0,0.06,R,O,6/20/1997,3/3/1993,4/29/1997,DELIVER IN PERSON,FOB,line comment 4405,100.99
1320,83,10,4,37,46282.43,0.05,0.04,N,F,7/23/1995,1/30/1997,7/12/1998,DELIVER IN PERSON,TRUCK,line comment 4406,100.99
504,100,1,5,45,70914.76,0.06,0.06,R,O,4/27/1995,3/12/1993,11/19/1993,COLLECT COD,REG AIR,line comment 4407,100.99
467,103,8,6,11,23068.08,0.02,0.02,N,F,3/30/1993,8/26/1998,3/5/1996,TAKE BACK RETURN,MAIL,line comment 4408,100.99
405,88,1,7,3,57345.76,0.08,0.08,N,F,6/23/1993,6/9/1994,6/29/1993,TAKE BACK RETURN,MAIL,line comment 4409,100.99
563,35,5,1,33,75721.58,0.06,0.08,A,F,2/6/1993,2/13/1994,11/11/1993,TAKE BACK RETURN,FOB,line comment 4410,100.99
150,17,5,2,47,58991.13,0.04,0.08,N,F,10/18/1994,7/23/1998,11/18/1996,TAKE BACK RETURN,MAIL,line comment 4411,100.99
989,110,7,3,13,102118.01,0.05,0.06,A,O,3/31/1997,5/1/1995,8/12/1993,DELIVER IN PERSON,REG AIR,line comment 4412,100.99
928,127,5,4,32,22622.35,0,0.02,R,F,8/31/1998,8/10/1995,9/11/1998,NONE,RAIL,line comment 4413,100.99
63,73,5,5,34,54820.15,0.02,0.04,A,F,1/22/1998,11/27/1996,11/6/1995,COLLECT COD,FOB,line comment 4414,100.99
200,13,10,6,16,39109.53,0.1,0.04,R,O,12/6/1994,7/3/1993,11/27/1996,NONE,REG AIR,line comment 4415,100.99
476,2,2,7,30,88505.24,0.05,0.08,A,F,9/25/1998,7/22/1993,4/28/1993,TAKE BACK RETURN,SHIP,line comment 4416,100.99
770,116,7,1,46,98667.28,0.04,0.08,N,O,1/17/1997,10/30/1995,1/13/1995,TAKE BACK RETURN,RAIL,line comment 4417,100.99
1077,161,10,2,38,54462.08,0.08,0.04,R,O,4/9/1996,6/5/1995,10/6/1998,DELIVER IN PERSON,REG AIR,line comment 4418,100.99
909,162,2,3,24,23489.01,0.08,0.02,A,F,10/29/1995,7/23/1998,8/22/1998,DELIVER IN PERSON,SHIP,line comment 4419,100.99
706,162,5,4,50,85669.9,0.1,0.08,R,F,9/11/1993,6/22/1994,12/4/1994,NONE,FOB,line comment 4420,100.99
1144,115,5,5,12,99159.79,0.01,0.04,R,O,1/28/1993,2/1/1994,9/7/1998,COLLECT COD,RAIL,line comment 4421,100.99
797,197,9,6,50,75003.92,0.06,0.08,R,F,5/23/1998,4/6/1997,9/26/1993,NONE,AIR,line comment 4422,100.99
213,170,8,7,6,40873.09,0.1,0,A,F,12/2/1995,7/2/1996,4/30/1994,DELIVER IN PERSON,SHIP,line comment 4423,100.99
567,109,4,1,26,43703.49,0.02,0.06,N,O,1/1/1995,10/25/1996,7/12/1998,TAKE BACK RETURN,SHIP,line comment 4424,100.99
943,55,7,2,15,35779.27,0.08,0.06,N,O,5/21/1997,8/18/1994,1/31/1994,DELIVER IN PERSON,REG AIR,line comment 4425,100.99
169,92,5,3,44,75496.02,0.05,0.04,R,F,10/26/1997,12/24/1995,2/19/1994,NONE,RAIL,line comment 4426,100.99
859,37,9,4,39,62740.78,0.04,0.02,A,O,5/24/1998,9/25/1998,8/12/1994,COLLECT COD,TRUCK,line comment 4427,100.99
405,58,10,5,8,3775.33,0.08,0,A,O,11/5/1994,2/7/1996,12/31/1997,COLLECT COD,MAIL,line comment 4428,100.99
390,179,8,6,32,82749.87,0.02,0.02,R,O,1/22/1996,2/25/1994,10/11/1997,COLLECT COD,SHIP,line comment 4429,100.99
755,19,2,7,37,41536.85,0.1,0,R,F,8/25/1998,12/14/1997,3/23/1998,DELIVER IN PERSON,TRUCK,line comment 4430,100.99
1073,13,10,1,13,13001.14,0.06,0.08,R,O,3/24/1995,3/19/1998,9/26/1998,TAKE BACK RETURN,AIR,line comment 4431,100.99
1144,60,5,2,8,10620.93,0.01,0.08,A,F,11/6/1994,5/31/1993,6/19/1994,TAKE BACK RETURN,REG AIR,line comment 4432,100.99
578,163,4,3,46,86330.08,0.04,0.04,R,F,3/18/1998,9/6/1993,9/17/1998,NONE,AIR,line comment 4433,100.99
1288,65,10,4,36,31093.26,0,0.04,N,F,1/24/1997,5/11/1997,3/31/1998,NONE,TRUCK,line comment 4434,100.99
157,80,6,5,29,33762.35,0.08,0.06,A,O,10/19/1998,6/17/1994,6/10/1996,DELIVER IN PERSON,AIR,line comment 4435,100.99
386,45,7,6,13,78193.5,0.04,0.06,A,F,4/15/1995,8/1/1993,11/2/1998,DELIVER IN PERSON,FOB,line comment 4436,100.99
299,7,9,7,41,32033.78,0.05,0.08,R,O,9/4/1993,3/31/1998,8/15/1995,NONE,FOB,line comment 4437,100.99
976,172,9,1,38,12256.96,0.02,0,R,F,7/16/1996,2/5/1996,12/15/1998,COLLECT COD,FOB,line comment 4438,100.99
304,173,9,2,28,9150.19,0.02,0,R,O,7/6/1996,5/26/1993,5/8/1994,DELIVER IN PERSON,TRUCK,line comment 4439,100.99
135,161,3,3,11,103846.67,0.08,0.04,N,F,9/16/1994,7/19/1997,9/22/1994,NONE,SHIP,line comment 4440,100.99
1482,10,7,4,15,48878.53,0.02,0.08,R,F,10/2/1994,12/3/1995,2/12/1997,TAKE BACK RETURN,REG AIR,line comment 4441,100.99
902,13,8,5,41,44657.71,0.1,0,N,O,2/16/1995,7/29/1993,3/15/1997,NONE,TRUCK,line comment 4442,100.99
1488,34,6,6,50,101947.53,0.04,0.08,A,F,12/5/1998,11/11/1995,4/24/1995,TAKE BACK RETURN,RAIL,line comment 4443,100.99
1427,165,7,7,7,50383.41,0.01,0.08,A,O,12/6/1996,9/14/1993,4/20/1998,DELIVER IN PERSON,FOB,line comment 4444,100.99
737,141,10,1,36,51645.04,0.06,0.08,N,F,12/29/1993,7/24/1994,8/25/1995,COLLECT COD,TRUCK,line comment 4445,100.99
977,21,6,2,34,28714.92,0.1,0,R,O,1/31/1997,3/11/1994,2/9/1993,DELIVER IN PERSON,AIR,line comment 4446,100.99
92,112,6,3,2,27782.23,0.1,0,R,F,4/8/1996,6/7/1993,8/14/1993,COLLECT COD,TRUCK,line comment 4447,100.99
867,53,10,4,1,93375.64,0.08,0,N,O,5/24/1996,8/4/1994,2/27/1998,NONE,MAIL,line comment 4448,100.99
283,61,2,5,14,49892.95,0.04,0.06,A,F,10/1/1997,4/17/1998,1/17/1993,DELIVER IN PERSON,MAIL,line comment 4449,100.99
1279,33,7,6,26,72216.85,0.06,0.06,R,O,10/5/1994,8/16/1995,5/8/1997,COLLECT COD,RAIL,line comment 4450,100.99
209,65,9,7,7,104096.26,0.04,0.04,R,F,8/3/1994,7/28/1995,5/8/1993,COLLECT COD,REG AIR,line comment 4451,100.99
167,142,1,1,38,52979.53,0.02,0.08,N,O,3/25/1994,5/20/1997,11/3/1998,NONE,MAIL,line comment 4452,100.99
383,173,7,2,24,62277.23,0.04,0.04,N,F,8/29/1998,2/29/1996,1/4/1998,COLLECT COD,SHIP,line comment 4453,100.99
1021,137,2,3,22,72230.43,0.01,0.08,A,O,11/3/1998,5/24/1995,5/9/1994,TAKE BACK RETURN,MAIL,line comment 4454,100.99
1441,180,8,4,13,80160.73,0.02,0.02,R,F,1/20/1995,1/15/1994,4/14/1995,TAKE BACK RETURN,RAIL,line comment 4455,100.99
688,177,5,5,24,96911.81,0.05,0.04,R,F,4/21/1993,12/12/1996,2/27/1995,COLLECT COD,SHIP,line comment 4456,100.99
977,9,3,6,8,96726.57,0.08,0.08,A,F,6/16/1993,4/26/1994,2/11/1996,DELIVER IN PERSON,RAIL,line comment 4457,100.99
1054,145,7,7,45,49775.26,0.01,0.06,R,F,2/24/1998,4/15/1995,4/17/1997,DELIVER IN PERSON,RAIL,line comment 4458,100.99
1021,156,5,1,18,87633.56,0.06,0.04,N,F,11/1/1996,2/23/1997,8/2/1995,TAKE BACK RETURN,MAIL,line comment 4459,100.99
412,116,3,2,30,22504.8,0.08,0.08,R,F,11/15/1996,1/28/1996,5/5/1998,DELIVER IN PERSON,MAIL,line comment 4460,100.99
1330,164,4,3,11,40196.45,0.06,0,R,O,4/3/1996,7/10/1993,9/4/1993,DELIVER IN PERSON,AIR,line comment 4461,100.99
105,35,10,4,10,104039.78,0.06,0.02,R,O,7/1/1996,9/12/1998,12/23/1996,COLLECT COD,FOB,line comment 4462,100.99
72,20,4,5,46,64292.36,0,0.06,R,F,12/1/1995,5/25/1997,8/10/1998,COLLECT COD,TRUCK,line comment 4463,100.99
539,102,2,6,15,95079.49,0.08,0.08,N,F,6/2/1994,9/26/1995,4/3/1994,DELIVER IN PERSON,SHIP,line comment 4464,100.99
